appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories,positive_ratio,ratings,owners_average,MutualPlayerCount
4760,Rome: Total War - Collection,CREATIVE ASSEMBLY,SEGA,,14696,846,"1,000,000 .. 2,000,000",2451,445,507,445,1039,Strategy,,0.0,"Single-player, Multi-player, Steam Trading Cards, Family Sharing",0.9455668511131129,0.8364491799806704,1500000.0,71
8600,RACE 07,SimBin,SimBin,,2207,385,"500,000 .. 1,000,000",167,0,83,0,8,Racing,USD,3.99,"Single-player, Multi-player, Family Sharing",0.8514660493827161,0.7846760135565006,750000.0,21
7670,BioShock,"2K Boston, 2K Australia",2K,,28025,1721,"2,000,000 .. 5,000,000",387,0,203,0,55,"Action, RPG",,0.0,"Single-player, Partial Controller Support, Family Sharing",0.9421434814765011,0.8609270095433222,3500000.0,205
13560,Tom Clancy's Splinter Cell,Ubisoft,Ubisoft,,2495,349,"500,000 .. 1,000,000",394,0,382,0,21,Action,USD,9.99,"Single-player, Family Sharing",0.8772855133614628,0.7874742454843994,750000.0,29
16300,Everyday Shooter,Queasy Games,XGen Studios,,100,6,"20,000 .. 50,000",101,0,101,0,0,"Indie, Casual",USD,9.99,"Single-player, Partial Controller Support, Family Sharing",0.9433962264150944,0.7793812144015896,35000.0,0
15170,Heroes of Might & Magic V,Nival,Ubisoft,,3032,419,"500,000 .. 1,000,000",2628,0,569,0,304,Strategy,USD,2.49,"Single-player, Family Sharing",0.8785859171254708,0.7892696363382059,750000.0,34
20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,68462,8630,"2,000,000 .. 5,000,000",876,2,203,2,882,"Action, RPG",USD,1.49,"Single-player, Steam Cloud, Family Sharing",0.8880558293986406,0.8578806624387885,3500000.0,294
22000,World of Goo,2D BOY,2D BOY,,5388,314,"1,000,000 .. 2,000,000",583,0,91,0,16,Indie,USD,14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.9449316029463346,0.8057685538693455,1500000.0,64
7450,Ricochet Infinity,Reflexive Entertainment,Reflexive Entertainment,,0,0,"0 .. 20,000",0,0,0,0,1,Casual,,0.0,"Single-player, Multi-player, Co-op, Family Sharing",,0.7787901224971441,10000.0,0
3540,Peggle Nights,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,1966,70,"200,000 .. 500,000",321,0,110,0,79,Casual,USD,4.99,"Single-player, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0.9656188605108055,0.7908854927484499,350000.0,25
16030,7 Wonders: Treasures of Seven,MumboJumbo,Accelerate Games,,100,37,"20,000 .. 50,000",0,0,0,0,0,Casual,USD,9.99,"Single-player, Family Sharing",0.7299270072992701,0.778563580314938,35000.0,9
13600,Prince of Persia: The Sands of Time,Kudosoft,Ubisoft,,3195,534,"200,000 .. 500,000",368,0,104,0,40,"Action, Adventure",USD,1.99,"Single-player, Family Sharing",0.8567980691874497,0.7875673395476421,350000.0,33
12210,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,123003,28204,"5,000,000 .. 10,000,000",1483,310,542,416,3393,"Action, Adventure",USD,5.99,"Single-player, Multi-player, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",0.813474243917279,0.8078261734449135,7500000.0,766
17390,SPORE,Maxis™,Electronic Arts,,53499,4458,"2,000,000 .. 5,000,000",2578,60,431,60,1111,"Action, Adventure, Casual, RPG, Simulation, Strategy",USD,19.99,"Single-player, Steam Trading Cards, Family Sharing",0.9230809048087375,0.874505956681001,3500000.0,199
17410,Mirror's Edge,DICE,Electronic Arts,,31313,4469,"2,000,000 .. 5,000,000",312,0,241,0,62,"Action, Adventure",USD,19.99,"Single-player, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",0.8751048012967414,0.8316522939529437,3500000.0,323
15400,Harvest: Massive Encounter,Oxeye Game Studio,Oxeye Game Studio,,119,34,"50,000 .. 100,000",0,0,0,0,2,"Strategy, Indie",USD,7.99,"Single-player, Steam Achievements, Family Sharing",0.7777777777777778,0.7787848836934658,75000.0,0
16450,F.E.A.R. 2: Project Origin,Monolith,"Warner Bros. Games, Warner Bros. Interactive Entertainment",,6436,1078,"500,000 .. 1,000,000",374,57,411,62,38,Action,USD,14.99,"Single-player, Multi-player, Family Sharing",0.8565344689912164,0.7946098813756821,750000.0,113
11500,ToCA Race Driver 3,Codemasters Studios,Codemasters,,0,0,"0 .. 20,000",0,0,0,0,2,Racing,,0.0,"Single-player, Multi-player, Family Sharing",,0.7787901224971441,10000.0,1
26000,The Maw,Twisted Pixel Games,Twisted Pixel Games,,263,49,"50,000 .. 100,000",15,0,21,0,0,"Action, Indie",USD,9.99,"Single-player, Steam Achievements, Family Sharing",0.842948717948718,0.7794635523993745,75000.0,7
26800,Braid,Number None,Number None,,8863,584,"1,000,000 .. 2,000,000",232,0,135,0,12,"Casual, Indie, Strategy",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.9381814332592358,0.8175390285750271,1500000.0,46
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,120474,3031,"5,000,000 .. 10,000,000",1597,62,576,53,5440,Strategy,USD,4.99,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0.975458483462208,0.9376306664391081,7500000.0,430
29160,Blueberry Garden,Erik Svedäng,Erik Svedäng,,120,35,"0 .. 20,000",2,0,2,0,0,"Adventure, Indie",USD,4.99,"Single-player, Family Sharing",0.7741935483870968,0.7787660262805327,10000.0,6
